formula_pretty,nelements,structure_count,nsites_min,nsites_median,nsites_max,elements
U12Ge3Te20,3,1,35,0.0,35,Ge Te U
TbAlCu4,3,1,6,0.0,6,Al Cu Tb
Th14Au51,2,1,65,0.0,65,Au Th
TbFe10Mo2N,4,1,14,0.0,14,Fe Mo N Tb
Ti2VNi9,3,1,48,0.0,48,Ni Ti V
TbDy3Fe8,3,1,12,0.0,12,Dy Fe Tb
TbBeCu4,3,1,6,0.0,6,Be Cu Tb
TbCo2Ni3,3,1,6,0.0,6,Co Ni Tb
TbCuNi4,3,1,6,0.0,6,Cu Ni Tb
TbCe3O8,3,1,12,0.0,12,Ce O Tb
TbDy3Co8,3,1,12,0.0,12,Co Dy Tb
TbAl7Fe5,3,1,13,0.0,13,Al Fe Tb
V4(PO5)3,3,1,132,0.0,132,O P V
TbAl8Ni3,3,1,12,0.0,12,Al Ni Tb
Ti17CuP12,3,1,120,0.0,120,Cu P Ti
Ti4Si2O17,3,1,92,0.0,92,O Si Ti
TbEu4S5,3,1,10,0.0,10,Eu S Tb
TbCuPbS3,4,1,12,0.0,12,Cu Pb S Tb
TbH18(BrO6)3,4,1,80,0.0,80,Br H O Tb
TbBO3,3,1,10,0.0,10,B O Tb
Zr9V9O2,3,1,80,0.0,80,O V Zr
U24CrFe3,3,1,28,0.0,28,Cr Fe U
Ti2HCSe4Cl16O5,6,1,58,0.0,58,C Cl H O Se Ti
V3NiH48(SO10)4,5,1,96,0.0,96,H Ni O S V
TbAgSn2,3,1,4,0.0,4,Ag Sn Tb
TbGdAl6,3,1,8,0.0,8,Al Gd Tb
Tb4Si3Ge,3,1,8,0.0,8,Ge Si Tb
Ti4(FeSb)5,3,1,14,0.0,14,Fe Sb Ti
TbDy3(FeCo)4,4,1,12,0.0,12,Co Dy Fe Tb
TbEr4Ni10(B2C)5,5,1,30,0.0,30,B C Er Ni Tb
Tb4CuPt3,3,1,8,0.0,8,Cu Pt Tb
Ti12Mn5(PO4)18,4,1,107,0.0,107,Mn O P Ti
Tb3SmNi4,3,1,8,0.0,8,Ni Sm Tb
Ti12Se16O3,3,1,31,0.0,31,O Se Ti
U8Pb3,2,1,22,0.0,22,Pb U
Tb3HoCo8,3,1,12,0.0,12,Co Ho Tb
Tb3Sc2S7,3,1,12,0.0,12,S Sc Tb
Tb3SOF5,4,1,20,0.0,20,F O S Tb
Tb3Si3Ni,3,1,7,0.0,7,Ni Si Tb
Ti3Fe3(BiO3)7,4,1,34,0.0,34,Bi Fe O Ti
Tb4CeS7,3,1,12,0.0,12,Ce S Tb
Th4FeSn8,3,1,13,0.0,13,Fe Sn Th
Tb6Mg(GeS7)2,4,1,23,0.0,23,Ge Mg S Tb
TbAlFe2,3,1,24,0.0,24,Al Fe Tb
Tb4Cu5P7,3,1,16,0.0,16,Cu P Tb
Ti8Mn3(B4Ru9)2,4,1,74,0.0,74,B Mn Ru Ti
U2(Mo3Se4)5,3,1,74,0.0,74,Mo Se U
Tb3FeSi6,3,1,20,0.0,20,Fe Si Tb
Tb6Ge3Se14,3,1,23,0.0,23,Ge Se Tb
TbNdFe14B,4,1,68,0.0,68,B Fe Nd Tb
Tb4CoSn8,3,1,13,0.0,13,Co Sn Tb
Tb6Ga19Pd3,3,1,28,0.0,28,Ga Pd Tb
U3(Mo5O16)4,3,1,87,0.0,87,Mo O U
Tb4Ni3Ge8,3,1,15,0.0,15,Ge Ni Tb
TbU3(CoGe)8,4,1,20,0.0,20,Co Ge Tb U
Tb7Mg3Ge8,3,1,36,0.0,36,Ge Mg Tb
Tb4YNi10(B2C)5,5,1,30,0.0,30,B C Ni Tb Y
Tb4Ni3Bi8,3,1,15,0.0,15,Bi Ni Tb
Tb5Si2BO13,4,1,42,0.0,42,B O Si Tb
Tb4Fe34C3,3,1,41,0.0,41,C Fe Tb
TeP6H34(N3O13)2,5,1,73,0.0,73,H N O P Te
Tb5Co19P12,3,1,36,0.0,36,Co P Tb
Tb3NdFe34,3,1,38,0.0,38,Fe Nd Tb
TlP4(W5O17)4,4,1,93,0.0,93,O P Tl W
Tl6V7P5O31,4,1,98,0.0,98,O P Tl V
Tb4Fe29Si5,3,1,38,0.0,38,Fe Si Tb
Tb2ZnAg,3,1,4,0.0,4,Ag Tb Zn
Tb6Ga19Pt3,3,1,28,0.0,28,Ga Pt Tb
Tb2ZnCu,3,1,4,0.0,4,Cu Tb Zn
Tb2SiGe,3,1,4,0.0,4,Ge Si Tb
Tb2ZnSb4,3,1,7,0.0,7,Sb Tb Zn
Tb2CuAg,3,1,4,0.0,4,Ag Cu Tb
Tb3SmFe34,3,1,38,0.0,38,Fe Sm Tb
Tb2AgPd,3,1,4,0.0,4,Ag Pd Tb
Tb2Pr,2,1,3,0.0,3,Pr Tb
Tb2HfAl9,3,1,12,0.0,12,Al Hf Tb
Tb2Al3Pt,3,1,6,0.0,6,Al Pt Tb
Tb2TeS2,3,1,5,0.0,5,S Tb Te
Tb2Al3Co,3,1,6,0.0,6,Al Co Tb
Tb2Al3Fe,3,1,6,0.0,6,Al Fe Tb
Tb2ZnCuSi2,4,1,6,0.0,6,Cu Si Tb Zn
Tb2AlCu,3,1,4,0.0,4,Al Cu Tb
Tb2ZrAl9,3,1,12,0.0,12,Al Tb Zr
Tb3DyAl8,3,1,12,0.0,12,Al Dy Tb
Tb2Mn3Al,3,1,6,0.0,6,Al Mn Tb
Tb2Co3Ni,3,1,6,0.0,6,Co Ni Tb
Tb2Ga3Cu,3,1,6,0.0,6,Cu Ga Tb
Tb2Mg5Ag,3,1,8,0.0,8,Ag Mg Tb
Tb2AlFe3,3,1,6,0.0,6,Al Fe Tb
Tb2Si3Ge,3,1,6,0.0,6,Ge Si Tb
Tb2NiGe4,3,1,7,0.0,7,Ge Ni Tb
Tb2InAg,3,1,4,0.0,4,Ag In Tb
Te(I3O4)2,3,1,30,0.0,30,I O Te
Tb2CuPt,3,1,8,0.0,8,Cu Pt Tb
Tb2CoGe4,3,1,7,0.0,7,Co Ge Tb
Tb2Ge3,2,1,5,0.0,5,Ge Tb
Tb2Ce,2,1,3,0.0,3,Ce Tb
Ti16Hg4C5,3,1,25,0.0,25,C Hg Ti
Tb2MnS4,3,1,14,0.0,14,Mn S Tb
Tb2FeCo3,3,1,6,0.0,6,Co Fe Tb
Tb2CrGe4,3,1,7,0.0,7,Cr Ge Tb
Tb2NiSb4,3,1,7,0.0,7,Ni Sb Tb
Tb2MnSbO7,4,1,22,0.0,22,Mn O Sb Tb
Tb2(B2Rh3)3,3,1,17,0.0,17,B Rh Tb
Tb2Ga5Cu3,3,1,10,0.0,10,Cu Ga Tb
Tb2FeSi4,3,1,7,0.0,7,Fe Si Tb
Tb2AlFeO6,4,1,20,0.0,20,Al Fe O Tb
Tb2Fe4Si9,3,1,15,0.0,15,Fe Si Tb
Tb2Mn3Sb3O14,4,1,22,0.0,22,Mn O Sb Tb
Tb3(Al2Fe)2,3,1,18,0.0,18,Al Fe Tb
TbGd2Ga5O12,4,1,80,0.0,80,Ga Gd O Tb
Tb2Fe17N2,3,1,21,0.0,21,Fe N Tb
Tb2Ga3Fe,3,1,6,0.0,6,Fe Ga Tb
Tb2Fe17C2,3,1,21,0.0,21,C Fe Tb
Tb2VFeO6,4,1,20,0.0,20,Fe O Tb V
Tb2MnCrO6,4,1,20,0.0,20,Cr Mn O Tb
Tb2(InSn)3,3,1,8,0.0,8,In Sn Tb
U2Ni2O11F12,4,1,54,0.0,54,F Ni O U
Tb2Fe17C,3,1,20,0.0,20,C Fe Tb
Tb2CrSbO7,4,1,22,0.0,22,Cr O Sb Tb
Tb2CuGe4,3,1,7,0.0,7,Cu Ge Tb
Tb2Ga3Co14,3,1,19,0.0,19,Co Ga Tb
Tb5(Sn3Rh)6,3,1,29,0.0,29,Rh Sn Tb
Tb2Fe17CN,4,1,21,0.0,21,C Fe N Tb
Tb4Cu7Sn11,3,1,22,0.0,22,Cu Sn Tb
Th14Cu51,2,1,65,0.0,65,Cu Th
ThU4(Cu4Pd)5,4,1,30,0.0,30,Cu Pd Th U
Tb3U(CoGe)8,4,1,20,0.0,20,Co Ge Tb U
Tb4Co3,2,1,21,0.0,21,Co Tb
Tb17Mg11Ni8,3,1,36,0.0,36,Mg Ni Tb
Tb2TiCuO6,4,1,10,0.0,10,Cu O Tb Ti
Te4H4Pb12C2Cl3O29,6,1,54,0.0,54,C Cl H O Pb Te
Tb9Al5S21,3,1,70,0.0,70,Al S Tb
Tb3CuSe6,3,1,40,0.0,40,Cu Se Tb
TbEr(TiFe11)2,4,1,26,0.0,26,Er Fe Tb Ti
Tb3Mn3Ga2Ge,4,1,9,0.0,9,Ga Ge Mn Tb
Y(BrO6)3,3,1,44,0.0,44,Br O Y
Tb9Ga5S21,3,1,70,0.0,70,Ga S Tb
SrSmB12,3,1,14,0.0,14,B Sm Sr
SrZnGe,3,1,3,0.0,3,Ge Sr Zn
SrTiMnBiO6,5,1,10,0.0,10,Bi Mn O Sr Ti
SrWNO2,4,1,5,0.0,5,N O Sr W
Ta2(PdRu)3,3,1,8,0.0,8,Pd Ru Ta
Ta2AgS4,3,1,7,0.0,7,Ag S Ta
Tb9Al5Se21,3,1,70,0.0,70,Al Se Tb
Ta(Si5W2)2,3,1,15,0.0,15,Si Ta W
Ta2Co3Si,3,1,12,0.0,12,Co Si Ta
SrZnIn3,3,1,5,0.0,5,In Sr Zn
Tb3Ni7P5,3,1,60,0.0,60,Ni P Tb
Ta2BiO6F,4,1,20,0.0,20,Bi F O Ta
Ta2Co3Ge,3,1,12,0.0,12,Co Ge Ta
SrSmScO4,4,1,14,0.0,14,O Sc Sm Sr
SrTiFeBiO6,5,1,40,0.0,40,Bi Fe O Sr Ti
SrYAl3O7,4,1,24,0.0,24,Al O Sr Y
Ta2(SiMo)3,3,1,16,0.0,16,Mo Si Ta
SrYGa3O7,4,1,24,0.0,24,Ga O Sr Y
SrSmMn2O6,4,1,20,0.0,20,Mn O Sm Sr
Ta10Al6B,3,1,17,0.0,17,Al B Ta
SrSmGa3O7,4,1,24,0.0,24,Ga O Sm Sr
Ta2Cr3Cu,3,1,12,0.0,12,Cr Cu Ta
Ti5Bi4(PbO9)2,4,1,58,0.0,58,Bi O Pb Ti
SrTiFe3(BiO4)3,5,1,20,0.0,20,Bi Fe O Sr Ti
Ta10SeS3,3,1,14,0.0,14,S Se Ta
SrTiFe4Bi4O15,5,1,25,0.0,25,Bi Fe O Sr Ti
Tb2Ti2Fe22H,4,1,27,0.0,27,Fe H Tb Ti
Tb4FeSn8,3,1,13,0.0,13,Fe Sn Tb
Th3Fe33C4,3,1,80,0.0,80,C Fe Th
Tb3(VFe8)4,3,1,39,0.0,39,Fe Tb V
Ta12MoO33,3,1,46,0.0,46,Mo O Ta
SrTiNb2Bi2PbO12,6,1,19,0.0,19,Bi Nb O Pb Sr Ti
Tb4FeGe8,3,1,13,0.0,13,Fe Ge Tb
Ta11Al4,2,1,30,0.0,30,Al Ta
Tb2GdGa5O12,4,1,80,0.0,80,Ga Gd O Tb
Ta2Co(ReSe4)2,4,1,13,0.0,13,Co Re Se Ta
V30Cu34O95,3,1,159,0.0,159,Cu O V
Ta12Ga3(TeSe2)8,4,1,39,0.0,39,Ga Se Ta Te
TaW,2,1,2,0.0,2,Ta W
TaV,2,1,2,0.0,2,Ta V
TaTiTe4,3,1,6,0.0,6,Ta Te Ti
TaVH4,3,1,6,0.0,6,H Ta V
Tb2P7Rh12,3,1,21,0.0,21,P Rh Tb
TaVB4,3,1,6,0.0,6,B Ta V
TaTiWC3,4,1,6,0.0,6,C Ta Ti W
TaVN2,3,1,4,0.0,4,N Ta V
TaWSe4,3,1,6,0.0,6,Se Ta W
TaVC2,3,1,4,0.0,4,C Ta V
Ta2Al3V4C3,4,1,24,0.0,24,Al C Ta V
TaVCN,4,1,4,0.0,4,C N Ta V
TaTl3(SeS)2,4,1,8,0.0,8,S Se Ta Tl
TaWC2,3,1,4,0.0,4,C Ta W
TaVCu,3,1,6,0.0,6,Cu Ta V
SrTi3Al8O19,4,1,124,0.0,124,Al O Sr Ti
TaTiSe4,3,1,6,0.0,6,Se Ta Ti
TaTlWO6,4,1,18,0.0,18,O Ta Tl W
Tb10(SiSb)3,3,1,16,0.0,16,Sb Si Tb
TaTiNi6,3,1,8,0.0,8,Ni Ta Ti
TaTl6VS8,4,1,16,0.0,16,S Ta Tl V
Tb(MnAl)6,3,1,13,0.0,13,Al Mn Tb
TaVSi4,3,1,18,0.0,18,Si Ta V
TaTiSbO6,4,1,18,0.0,18,O Sb Ta Ti
Tb(AlCu)6,3,1,13,0.0,13,Al Cu Tb
Tb(AlFe)6,3,1,13,0.0,13,Al Fe Tb
Tb(CuSe)3,3,1,14,0.0,14,Cu Se Tb
TaV(Cu3Se4)2,4,1,16,0.0,16,Cu Se Ta V
Tb(Fe5Si)2,3,1,13,0.0,13,Fe Si Tb
Tb(CrFe5)2,3,1,13,0.0,13,Cr Fe Tb
TaWO7,3,1,18,0.0,18,O Ta W
Ta20Pd9S50,3,1,79,0.0,79,Pd S Ta
SrTi4Bi4O15,4,1,48,0.0,48,Bi O Sr Ti
Tb(CuS)3,3,1,14,0.0,14,Cu S Tb
TaV(Cu3S4)2,4,1,16,0.0,16,Cu S Ta V
TaVCo,3,1,12,0.0,12,Co Ta V
Tb(CuTe)3,3,1,14,0.0,14,Cu Tb Te
TaWNO6,4,1,18,0.0,18,N O Ta W
SrZrCdH8(C4O11)2,6,1,41,0.0,41,C Cd H O Sr Zr
Tb(VFe5)2,3,1,13,0.0,13,Fe Tb V
TbAgH18C20(NO2)6,6,1,116,0.0,116,Ag C H N O Tb
Tb12FeCoBi4,4,1,18,0.0,18,Bi Co Fe Tb
TaTiTlO5,4,1,32,0.0,32,O Ta Ti Tl
Tb2Ga3(Fe7C)2,4,1,21,0.0,21,C Fe Ga Tb
Tb(Fe5Re)2,3,1,13,0.0,13,Fe Re Tb
SrU3(SeO9)2,4,1,24,0.0,24,O Se Sr U
Tb(InCu)6,3,1,13,0.0,13,Cu In Tb
TaVNi,3,1,12,0.0,12,Ni Ta V
Ta19(Ni9Mo)2,3,1,39,0.0,39,Mo Ni Ta
Tb(Fe5Mo)2,3,1,13,0.0,13,Fe Mo Tb
Tb9Ni24Sn49,3,1,82,0.0,82,Ni Sn Tb
Tb(Fe3Mo)3,3,1,13,0.0,13,Fe Mo Tb
Ti24Pb19,2,1,43,0.0,43,Pb Ti
Tb24Fe3CoBi8,4,1,36,0.0,36,Bi Co Fe Tb
Tb12Si5S28,3,1,45,0.0,45,S Si Tb
Tb12Ge5S28,3,1,45,0.0,45,Ge S Tb
Tb14Ag51,2,1,65,0.0,65,Ag Tb
Tb20In40Rh19,3,1,79,0.0,79,In Rh Tb
Tb14(P8Ir11)3,3,1,71,0.0,71,Ir P Tb
Tb14Au51,2,1,65,0.0,65,Au Tb
Ti16Hg4N5,3,1,25,0.0,25,Hg N Ti
VSi3Bi61O100,4,1,165,0.0,165,Bi O Si V
Ta13Al23,2,1,108,0.0,108,Al Ta
U12Cd4H6C4O51,5,1,77,0.0,77,C Cd H O U
SrLa2Fe2O7,4,1,12,0.0,12,Fe La O Sr
TaTi,2,1,2,0.0,2,Ta Ti
TaTiBe4,3,1,6,0.0,6,Be Ta Ti
TaSeS,3,1,3,0.0,3,S Se Ta
TaTiAl6,3,1,8,0.0,8,Al Ta Ti
TaNb,2,1,2,0.0,2,Nb Ta
TaNbAl6,3,1,8,0.0,8,Al Nb Ta
TaRe,2,1,2,0.0,2,Re Ta
TaMo,2,1,2,0.0,2,Mo Ta
TaMoW,3,1,3,0.0,3,Mo Ta W
TaTiB4,3,1,6,0.0,6,B Ta Ti
TaSiGe,3,1,9,0.0,9,Ge Si Ta
TaNbW,3,1,3,0.0,3,Nb Ta W
TaNbMo,3,1,3,0.0,3,Mo Nb Ta
TaMo2C3,3,1,6,0.0,6,C Mo Ta
TaTiC2,3,1,4,0.0,4,C Ta Ti
TaNbV,3,1,3,0.0,3,Nb Ta V
TaTiAlC,4,1,8,0.0,8,Al C Ta Ti
TaOsSe4,3,1,6,0.0,6,Os Se Ta
TaTiAlO6,4,1,18,0.0,18,Al O Ta Ti
TaTiN2,3,1,4,0.0,4,N Ta Ti
TaTiGaO6,4,1,18,0.0,18,Ga O Ta Ti
TaMoC2,3,1,4,0.0,4,C Mo Ta
TaTiCN,4,1,4,0.0,4,C N Ta Ti
TaGaNi6,3,1,8,0.0,8,Ga Ni Ta
TaNi6Mo,3,1,8,0.0,8,Mo Ni Ta
TaNbC2,3,1,4,0.0,4,C Nb Ta
TaNb(Cu3S4)2,4,1,16,0.0,16,Cu Nb S Ta
TaSi4Mo,3,1,18,0.0,18,Mo Si Ta
TaTiFeO6,4,1,36,0.0,36,Fe O Ta Ti
TaNb(Cu3Se4)2,4,1,16,0.0,16,Cu Nb Se Ta
TaNb(Cu3Te4)2,4,1,16,0.0,16,Cu Nb Ta Te
TaTiCrO6,4,1,36,0.0,36,Cr O Ta Ti
TaNbN2,3,1,4,0.0,4,N Nb Ta
TaNbCN,4,1,4,0.0,4,C N Nb Ta
TaTiFe4,3,1,12,0.0,12,Fe Ta Ti
TaFe4W,3,1,12,0.0,12,Fe Ta W
TaMn2FeO6,4,1,10,0.0,10,Fe Mn O Ta
Ti6Fe(BiO3)9,4,1,43,0.0,43,Bi Fe O Ti
TaMnNO2,4,1,10,0.0,10,Mn N O Ta
TaGaBi2O7,4,1,22,0.0,22,Bi Ga O Ta
TaNbCu3O8,4,1,13,0.0,13,Cu Nb O Ta
TaFe4Si,3,1,12,0.0,12,Fe Si Ta
TaNb3V4O20,4,1,28,0.0,28,Nb O Ta V
TaInBi2O7,4,1,22,0.0,22,Bi In O Ta
TaMnNbO6,4,1,36,0.0,36,Mn Nb O Ta
TaNb2FeSe10,4,1,14,0.0,14,Fe Nb Se Ta
TaTiCo,3,1,12,0.0,12,Co Ta Ti
Ta12Co3Pt3Se32,4,1,50,0.0,50,Co Pt Se Ta
TaNi,2,1,26,0.0,26,Ni Ta
Ta11(Co52B15)2,3,1,145,0.0,145,B Co Ta
TaMo2(WSe5)2,4,1,30,0.0,30,Mo Se Ta W
TaCrB4,3,1,6,0.0,6,B Cr Ta
TaCuS2,3,1,8,0.0,8,Cu S Ta
TaBeB,3,1,3,0.0,3,B Be Ta
TaAu,2,1,2,0.0,2,Au Ta
SrSmAlO4,4,1,7,0.0,7,Al O Sm Sr
SrPrAlO4,4,1,7,0.0,7,Al O Pr Sr
TaB2Mo3C2,4,1,8,0.0,8,B C Mo Ta
TaB2Mo,3,1,4,0.0,4,B Mo Ta
TaAlSi,3,1,9,0.0,9,Al Si Ta
SrPPt,3,1,3,0.0,3,P Pt Sr
Ta4SeS,3,1,6,0.0,6,S Se Ta
SrSm(ClF)2,4,1,6,0.0,6,Cl F Sm Sr
SrSiNi,3,1,3,0.0,3,Ni Si Sr
SrPrMnO4,4,1,7,0.0,7,Mn O Pr Sr
SrPrVO4,4,1,7,0.0,7,O Pr Sr V
TaB4W3,3,1,8,0.0,8,B Ta W
Ta3TiB4,3,1,8,0.0,8,B Ta Ti
Ta2VC2,3,1,5,0.0,5,C Ta V
SrNdVO4,4,1,7,0.0,7,Nd O Sr V
SrSiGe,3,1,3,0.0,3,Ge Si Sr
TaBe4Mo,3,1,12,0.0,12,Be Mo Ta
SrNdMnO4,4,1,7,0.0,7,Mn Nd O Sr
TaCo6Mo,3,1,8,0.0,8,Co Mo Ta
Ta3N,2,1,4,0.0,4,N Ta
Ta2MnV3,3,1,6,0.0,6,Mn Ta V
SrCd3S4,3,1,8,0.0,8,Cd S Sr
Ta3Co2Mo,3,1,6,0.0,6,Co Mo Ta
Ta4CoNi,3,1,6,0.0,6,Co Ni Ta
Ta2CrSi6,3,1,9,0.0,9,Cr Si Ta
TaCu3(TeSe)2,4,1,8,0.0,8,Cu Se Ta Te
Ta3B4W3,3,1,10,0.0,10,B Ta W
TaBi(WO5)2,4,1,14,0.0,14,Bi O Ta W
Ta2ZnS4,3,1,7,0.0,7,S Ta Zn
TaAlZn,3,1,12,0.0,12,Al Ta Zn
TaCu3Se3S,4,1,8,0.0,8,Cu S Se Ta
Ta3AlB8,3,1,12,0.0,12,Al B Ta
SrCd4S5,3,1,10,0.0,10,Cd S Sr
TaCr4Si,3,1,12,0.0,12,Cr Si Ta
Ta2MoS6,3,1,9,0.0,9,Mo S Ta
TaAl2Ni9,3,1,12,0.0,12,Al Ni Ta
Ta2V3Ge,3,1,12,0.0,12,Ge Ta V
Ta2Ti2(CuO4)3,4,1,19,0.0,19,Cu O Ta Ti
TaCu3TeSe2S,5,1,8,0.0,8,Cu S Se Ta Te
Ta5Ge2B,3,1,16,0.0,16,B Ge Ta
Ta2Cr3Si,3,1,12,0.0,12,Cr Si Ta
Ta6Ti(CS2)3,4,1,16,0.0,16,C S Ta Ti
SrPr3CrNiO8,5,1,14,0.0,14,Cr Ni O Pr Sr
TaFe(PbO3)2,4,1,10,0.0,10,Fe O Pb Ta
SrSm3(NiO4)2,4,1,14,0.0,14,Ni O Sm Sr
SrPrAl3O7,4,1,24,0.0,24,Al O Pr Sr
TaCoNi2,3,1,8,0.0,8,Co Ni Ta
SrSmAl3O7,4,1,24,0.0,24,Al O Sm Sr
Ta2GaNi3,3,1,12,0.0,12,Ga Ni Ta
SrPbS2,3,1,4,0.0,4,Pb S Sr
Ta2FeS4,3,1,7,0.0,7,Fe S Ta
Ta4N3,2,1,7,0.0,7,N Ta
TaCrCo,3,1,12,0.0,12,Co Cr Ta
Ta4WC5,3,1,10,0.0,10,C Ta W
Ta2Ti2NbC5,4,1,10,0.0,10,C Nb Ta Ti
Ta4(Pd3Rh)3,3,1,16,0.0,16,Pd Rh Ta
TaAlFe4,3,1,12,0.0,12,Al Fe Ta
Ta4MoS10,3,1,15,0.0,15,Mo S Ta
Ta2Ni3Ge,3,1,12,0.0,12,Ge Ni Ta
SrPb3S4,3,1,8,0.0,8,Pb S Sr
TaCu3(SeS)2,4,1,8,0.0,8,Cu S Se Ta
Ta3MoS8,3,1,12,0.0,12,Mo S Ta
Ta2V3Cu,3,1,12,0.0,12,Cu Ta V
Ta3AlCo8,3,1,12,0.0,12,Al Co Ta
Ta8V(CS2)4,4,1,21,0.0,21,C S Ta V
Ta3Fe8Si,3,1,12,0.0,12,Fe Si Ta
Ta3V7Si6,3,1,16,0.0,16,Si Ta V
Ta2SiNi3,3,1,12,0.0,12,Ni Si Ta
SrNdScO4,4,1,14,0.0,14,Nd O Sc Sr
TaAlNi6,3,1,16,0.0,16,Al Ni Ta
TaCo4Mo,3,1,12,0.0,12,Co Mo Ta
Ta3SiNi8,3,1,12,0.0,12,Ni Si Ta
Ta3Ru2,2,1,10,0.0,10,Ru Ta
TaCo4Si,3,1,12,0.0,12,Co Si Ta
TaAgWO7,4,1,20,0.0,20,Ag O Ta W
Ta3Mo3N4,3,1,10,0.0,10,Mo N Ta
SrPrGa3O7,4,1,24,0.0,24,Ga O Pr Sr
Ta4MoS8,3,1,13,0.0,13,Mo S Ta
Ta5Nb5Si6,3,1,16,0.0,16,Nb Si Ta
Ta3Re3B4,3,1,10,0.0,10,B Re Ta
Ta7S12,2,1,19,0.0,19,S Ta
SrPrMgRuO6,5,1,20,0.0,20,Mg O Pr Ru Sr
SrPrMn2O6,4,1,20,0.0,20,Mn O Pr Sr
Ta3Cr5N4,3,1,12,0.0,12,Cr N Ta
Ta3AlCr8,3,1,12,0.0,12,Al Cr Ta
Ta3WS8,3,1,12,0.0,12,S Ta W
TaCrNi,3,1,12,0.0,12,Cr Ni Ta
TaAlFe,3,1,12,0.0,12,Al Fe Ta
Ta6O,2,1,14,0.0,14,O Ta
SrNdZnRuO6,5,1,20,0.0,20,Nd O Ru Sr Zn
SrPrFeRuO6,5,1,20,0.0,20,Fe O Pr Ru Sr
SrPrZnRuO6,5,1,20,0.0,20,O Pr Ru Sr Zn
SrPr(FeO3)2,4,1,20,0.0,20,Fe O Pr Sr
Ta6Cr(CS2)3,4,1,16,0.0,16,C Cr S Ta
Ta3Cr8Si,3,1,12,0.0,12,Cr Si Ta
Ta4FeCoO12,4,1,36,0.0,36,Co Fe O Ta
Ta3Mn8Si,3,1,12,0.0,12,Mn Si Ta
SrCaZnSi2O7,5,1,24,0.0,24,Ca O Si Sr Zn
Ta3Zn2Bi3O14,4,1,22,0.0,22,Bi O Ta Zn
Ta2NiS4,3,1,7,0.0,7,Ni S Ta
Ta6Cr3Fe3C2,4,1,28,0.0,28,C Cr Fe Ta
Ta6Mn2Zn3O20,4,1,31,0.0,31,Mn O Ta Zn
Ta4Ga(Te3Se)2,4,1,13,0.0,13,Ga Se Ta Te
SrSm2BeO5,4,1,36,0.0,36,Be O Sm Sr
Ta6Cr3Cu3C2,4,1,28,0.0,28,C Cr Cu Ta
Ta6TeSe2,3,1,18,0.0,18,Se Ta Te
Ta6Cr3Co3C2,4,1,28,0.0,28,C Co Cr Ta
Ta6Cr3Ni3C2,4,1,28,0.0,28,C Cr Ni Ta
Ta6Co(CS2)3,4,1,16,0.0,16,C Co S Ta
Ta3Mn8Al,3,1,12,0.0,12,Al Mn Ta
Ta2Sn3,2,1,10,0.0,10,Sn Ta
Ta3AlFe8,3,1,12,0.0,12,Al Fe Ta
SrPr(CoO3)2,4,1,20,0.0,20,Co O Pr Sr
Ta2NbTeI7,4,1,22,0.0,22,I Nb Ta Te
Ta6V3Co3C2,4,1,28,0.0,28,C Co Ta V
SrNdGaO4,4,1,7,0.0,7,Ga Nd O Sr
SrNdFeO4,4,1,7,0.0,7,Fe Nd O Sr
Ta6TiTl2O18,4,1,27,0.0,27,O Ta Ti Tl
Ta3NbV4O20,4,1,28,0.0,28,Nb O Ta V
Ta2Ti2Co2C,4,1,28,0.0,28,C Co Ta Ti
SrNdMn2O6,4,1,10,0.0,10,Mn Nd O Sr
Ta4(CuNi3)3,3,1,16,0.0,16,Cu Ni Ta
SrPr3(FeO3)4,4,1,20,0.0,20,Fe O Pr Sr
Ta3MnN4,3,1,8,0.0,8,Mn N Ta
SrPrCoRuO6,5,1,20,0.0,20,Co O Pr Ru Sr
Ta2Mn(ReSe4)2,4,1,13,0.0,13,Mn Re Se Ta
SrPrFeCoO6,5,1,10,0.0,10,Co Fe O Pr Sr
Ta2InS4,3,1,7,0.0,7,In S Ta
Ta4Fe5Te12,3,1,21,0.0,21,Fe Ta Te
Ta6V3Ni3C2,4,1,28,0.0,28,C Ni Ta V
SrPrNiRuO6,5,1,20,0.0,20,Ni O Pr Ru Sr
SrNdNiRuO6,5,1,20,0.0,20,Nd Ni O Ru Sr
Ta2Re2SnSe8,4,1,13,0.0,13,Re Se Sn Ta
TaAlNi,3,1,12,0.0,12,Al Ni Ta
Ta3(InS3)2,3,1,11,0.0,11,In S Ta
SrSm3Mn4O12,4,1,20,0.0,20,Mn O Sm Sr
Ta6Mn(CS2)3,4,1,16,0.0,16,C Mn S Ta
Ta3C2,2,1,20,0.0,20,C Ta
Ta2GaCo3,3,1,12,0.0,12,Co Ga Ta
SrCa4(FeO2)5,4,1,20,0.0,20,Ca Fe O Sr
SrNdMn2O5,4,1,18,0.0,18,Mn Nd O Sr
Ta2In(ReSe4)2,4,1,13,0.0,13,In Re Se Ta
Ta2Ga(ReSe4)2,4,1,13,0.0,13,Ga Re Se Ta
Tl32Si8O37,3,1,77,0.0,77,O Si Tl
SrNdMgRuO6,5,1,20,0.0,20,Mg Nd O Ru Sr
SrNdFeRuO6,5,1,20,0.0,20,Fe Nd O Ru Sr
TaBi(P2O7)2,4,1,40,0.0,40,Bi O P Ta
Ta3Sb(PO4)6,4,1,34,0.0,34,O P Sb Ta
Ta3Co8Si,3,1,12,0.0,12,Co Si Ta
